UUT_Order|UUT_SOURCE|DeviceA2C|Equipment Function|Serial Number|Station Name||||Product Time|TestStand Name|Login Name|Execution Time|TestScoket|BatchSerialNumber|Error Code|Error Message||||||||||||||TestStatus|
1|EV|123456|EP|12345612345600007|ADVANTEC-6DF960||||131108092901|Î÷ÍþÐ¡°æ|a  3|9916.000|-1||0|Running Running|||||||||||||Passed|
Step_Order|Step_Source|Serical_Number|ProductionTime|ErrorCode|ErrorMessage|ModuleTime|TotalTime|StepName|Step_Status|ReportText|Loop_Index|Interactive_Exenum|Num_Loops|Num_Passed|Num_Failed|Ending_Loop_Index|Step_Index|Order_Num|StepGroup|StepType|Step_PassFail|Multiple_SubName|Units|Comp|Limit.Step_Data|Limit.Low|Limit.High|Result_String|Limits_String|
240|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
241|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
242|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
243|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
244|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
245|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
246|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
247|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line3|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
248|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line4X|MM|NULL|277.906|0|0|NULL|NULL|
249|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line4Y|MM|NULL|126.454|0|0|NULL|NULL|
250|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
251|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
252|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
253|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
254|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
255|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
256|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
257|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
258|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
259|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
260|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
261|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
262|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
263|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
264|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
265|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
266|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
267|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line4X|MM|NULL|299.106|0|0|NULL|NULL|
268|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line4Y|MM|NULL|126.454|0|0|NULL|NULL|
269|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
270|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Off|NULL|
271|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
272|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
273|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
274|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
275|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
276|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
277|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
278|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
279|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
280|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
281|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
282|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
283|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
284|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
285|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
286|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line5X|MM|NULL|299.082|0|0|NULL|NULL|
287|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line5Y|MM|NULL|129.498|0|0|NULL|NULL|
288|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
289|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
290|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
291|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
292|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
293|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
294|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
295|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
296|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
297|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
298|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
299|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
300|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
301|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
302|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
303|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
304|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
305|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line5X|MM|NULL|279.870|0|0|NULL|NULL|
306|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Line5Y|MM|NULL|129.498|0|0|NULL|NULL|
307|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
308|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Off|NULL|
309|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
310|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
311|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
312|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
313|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
314|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
315|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
316|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
317|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
318|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
319|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
320|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
321|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0.000|0|0|NULL|NULL|
322|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0.000|0|0|NULL|NULL|
323|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Line5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0.000|0|0|NULL|NULL|
324|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot4X|MM|NULL|297.240|0|0|NULL|NULL|
325|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot4Y|MM|NULL|124.296|0|0|NULL|NULL|
326|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
327|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
328|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
329|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
330|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
331|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
332|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
333|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
334|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
335|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
336|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
337|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
338|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
339|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
340|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0|0|0|NULL|NULL|
341|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0|0|0|NULL|NULL|
342|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot4|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0|0|0|NULL|NULL|
343|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot5X|MM|NULL|291.406|0|0|NULL|NULL|
344|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot5Y|MM|NULL|132.678|0|0|NULL|NULL|
345|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
346|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
347|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
348|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Teach Mode|NULL|NULL|0|0|0|By Camera|NULL|
349|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Tilt Angle|Deg|NULL|0|0|0|NULL|NULL|
350|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Rotation Angle|Deg|NULL|0|0|0|NULL|NULL|
351|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Speed|MM/S|NULL|80.000|0|0|NULL|NULL|
352|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pre-Spray|S|NULL|0.000|0|0|NULL|NULL|
353|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve Pre-On|MM|NULL|0.000|0|0|NULL|NULL|
354|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Delay|S|NULL|0.000|0|0|NULL|NULL|
355|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Spray Gap|MM|NULL|4.000|0|0|NULL|NULL|
356|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Pull Back Distance|MM|NULL|0.000|0|0|NULL|NULL|
357|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Stay Time|S|NULL|0.000|0|0|NULL|NULL|
358|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Valve On Time|S|NULL|0.010|0|0|NULL|NULL|
359|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Shut Off Distance|MM|NULL|0|0|0|NULL|NULL|
360|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Start Distance|MM|NULL|0|0|0|NULL|NULL|
361|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot5|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|End Distance|MM|NULL|0|0|0|NULL|NULL|
362|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot6|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot6X|MM|NULL|293.156|0|0|NULL|NULL|
363|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot6|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Dot6Y|MM|NULL|116.214|0|0|NULL|NULL|
364|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot6|Passed||0||1|1|0|1|0|0|Main|NI_MultipleNumericLimitTest|Passed|Z|MM|NULL|16.054|0|0|NULL|NULL|
365|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot6|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Dispense Mode|NULL|NULL|0|0|0|Line|NULL|
366|ME|12345612345600007|131108092907|0|Running Running|0.000|0.000|Dot6|Passed||0||1|1|0|1|0|0|Main|StringValueTest|Passed|Valve Type|NULL|NULL|0|0|0|Needle Valve|NULL|
